Sample,X,Y,Z
72,0.012,0.020,1.012
73,0.020,-0.043,0.984
74,0.027,0.012,1.008
75,0.031,0.047,0.992
76,0.051,0.047,0.988
77,0.039,0.012,1.000
78,0.031,0.035,0.996
79,0.023,0.023,0.996
80,0.020,0.020,1.008
81,0.020,0.039,0.996
82,0.031,0.047,1.004
83,0.039,0.043,1.000
84,0.039,0.043,1.000
85,0.027,0.023,1.012
86,0.020,0.012,1.004
87,0.023,0.039,1.000
88,0.031,0.039,1.004
89,0.039,0.051,1.000
90,0.039,0.043,1.000
91,0.023,0.008,1.004
92,0.027,0.012,1.004
93,0.031,0.027,1.008
94,0.039,0.043,1.008
95,0.062,0.047,1.051
96,0.082,-0.043,1.113
97,-0.016,-0.031,0.988
98,-0.129,0.027,0.980
99,-0.254,-0.047,0.918
100,-0.039,0.094,1.062
101,0.172,0.105,1.113
102,0.422,0.332,1.121
103,0.504,0.641,1.051
104,0.348,0.609,1.023
105,0.137,0.734,0.902
106,0.008,0.555,0.988
107,-0.086,0.270,1.039
108,-0.078,0.582,1.020
109,-0.086,0.762,1.020
110,-0.090,1.047,0.996
111,-0.066,1.246,0.941
112,-0.059,0.914,0.977
113,-0.098,0.754,0.902
114,-0.188,0.770,0.848
115,-0.164,0.633,0.910
116,0.133,0.824,1.070
117,0.496,1.086,1.145
118,0.484,1.332,1.090
119,-0.031,1.613,0.941
120,-0.633,1.129,0.816
121,-0.863,0.625,0.730
122,-0.582,0.418,0.832
123,0.172,0.055,1.086
124,0.996,0.461,1.254
125,1.031,1.441,1.148
126,0.453,1.566,0.941
127,-0.375,1.043,0.758
128,-0.984,0.234,0.723
129,-0.730,-0.922,1.098
130,0.074,-1.176,1.441
131,0.547,0.363,0.984
132,0.742,1.668,1.023
133,0.281,1.371,0.871
134,0.008,0.582,0.898
135,-0.191,-0.473,0.883
136,-0.156,-1.516,1.293
137,0.133,-0.652,1.258
138,0.359,0.555,1.164
139,0.172,1.203,0.801
140,-0.070,1.105,0.949
141,-0.301,0.066,0.973
142,-0.086,-0.496,1.086
143,0.199,-0.227,1.039
144,0.293,0.535,1.082
145,0.270,1.055,0.945
146,0.031,1.238,0.859
147,-0.242,0.773,0.832
148,-0.242,0.227,0.969
149,0.012,0.070,1.129
150,0.316,0.387,1.285
151,0.457,1.027,1.148
152,0.277,1.488,1.023
153,-0.234,1.109,0.801
154,-0.270,0.504,1.059
155,-0.184,-0.172,1.027
156,0.059,0.180,1.027
157,0.309,0.777,1.172
158,-0.004,0.887,0.914
159,-0.027,1.906,0.902
160,-0.168,1.203,0.914
161,-0.117,0.672,1.027
162,0.305,1.227,1.047
163,0.195,0.273,1.180
164,0.191,0.645,0.832
165,-0.020,1.438,0.930
166,-0.410,0.504,0.836
167,-0.160,1.113,0.848
168,-0.168,0.676,1.031
169,-0.086,-0.168,1.203
170,-0.012,0.430,0.730
171,0.148,0.535,1.242
172,0.023,0.395,0.918
173,0.211,0.793,1.141
174,0.008,0.672,0.832
175,-0.043,0.109,0.887
176,-0.059,0.121,0.926
177,0.051,0.332,1.109
178,-0.031,0.184,0.785
179,0.137,0.633,1.059
180,0.176,0.160,1.047
181,0.004,0.434,1.090
182,-0.211,0.191,0.707
183,0.086,-0.449,1.348
184,0.586,-0.965,1.574
185,0.512,-0.457,1.035
186,-0.137,0.023,0.406
187,-0.383,-0.660,1.055
188,0.082,-0.949,1.672
189,0.266,0.434,0.547
190,0.191,0.895,0.625
191,-0.375,-0.262,1.176
192,-0.375,-0.145,1.230
193,0.238,0.230,1.062
194,0.469,-0.426,1.102
195,0.109,0.105,0.723
196,-0.090,0.707,0.812
197,0.066,-0.531,1.301
198,0.160,-0.574,0.875
199,0.051,0.188,0.758
200,-0.191,-0.316,1.219
201,-0.219,-0.602,1.039
202,0.402,0.617,1.355
203,0.207,0.543,0.844
204,0.270,0.117,1.156
205,0.305,0.012,1.117
206,0.320,-0.254,1.453
207,-0.215,-0.027,0.391
208,-0.219,-0.203,0.844
209,-0.230,-0.562,1.098
210,0.086,0.598,1.000
211,0.223,0.562,0.758
212,-0.301,1.348,0.832
213,-0.473,0.480,0.785
214,-0.031,-0.074,1.496
215,0.391,0.023,1.055
216,0.242,0.598,0.664
217,-0.016,0.027,1.102
218,-0.203,-0.020,0.898
219,0.008,0.090,0.836
220,0.039,-0.027,1.113
221,-0.297,-0.777,0.637
222,0.008,0.023,1.363
223,0.113,-0.273,1.402
224,0.176,0.078,0.812
225,0.363,0.711,1.125
226,0.164,0.035,1.277
227,0.371,-0.645,1.246
228,0.441,-0.277,0.789
229,-0.203,-0.164,0.316
230,-0.016,-0.496,1.199
231,0.273,-0.746,1.312
232,-0.086,1.445,0.324
233,-0.352,1.387,0.590
234,-0.633,-0.789,1.414
235,-0.078,-0.324,1.383
236,0.531,0.527,0.883
237,0.535,-0.637,1.293
238,-0.012,0.160,0.781
239,-0.113,0.824,0.719
240,0.035,-0.918,1.164
241,0.074,-1.031,0.996
242,-0.238,0.035,0.812
243,-0.445,-0.680,1.133
244,-0.012,-0.617,1.441
245,0.332,1.227,0.727
246,0.633,0.781,1.410
247,0.262,-0.094,1.113
248,0.211,0.176,0.898
249,0.102,-0.387,0.750
250,0.309,-1.043,1.152
251,0.555,-0.547,1.141
252,0.012,0.969,0.430
253,-0.547,0.883,0.781
254,-0.867,0.180,1.008
255,-0.352,0.285,1.059
256,0.195,-0.527,1.449
257,0.258,-0.270,1.207
258,0.109,0.719,0.828
259,-0.020,0.289,1.074
260,0.047,-0.113,0.688
261,0.250,0.184,0.789
262,-0.250,-0.461,1.062
263,-0.605,-0.734,0.852
264,-0.152,-0.070,1.117
265,0.148,0.383,1.129
266,0.211,0.348,1.074
267,0.430,0.703,1.395
268,0.316,0.297,0.973
269,0.207,-0.438,1.062
270,-0.004,-0.461,0.867
271,0.316,-0.652,1.176
272,0.379,-0.742,0.934
273,0.152,0.312,0.848
274,-0.527,1.488,0.242
275,-0.539,-0.227,1.250
276,-0.336,-0.113,1.195
277,0.277,0.992,0.969
278,0.102,0.035,1.062
279,0.004,0.012,1.113
280,0.148,0.781,0.855
281,0.062,-0.133,0.922
282,-0.254,-0.297,0.453
283,-0.242,-0.574,1.105
284,-0.121,-1.027,1.379
285,0.172,-0.512,1.172
286,-0.039,0.371,0.883
287,-0.305,0.344,1.125
288,-0.043,0.133,1.406
289,0.715,0.020,1.336
290,0.605,0.453,0.730
291,0.270,0.523,0.914
292,-0.090,-0.715,1.141
293,-0.211,-0.387,0.973
294,-0.242,0.145,0.301
295,0.355,-0.355,1.551
296,-0.008,-0.102,1.145
297,-0.234,1.000,0.355
298,-0.121,1.113,1.098
299,-0.121,-0.008,1.211
300,0.320,0.363,0.910
301,0.371,1.051,0.895
302,-0.191,-0.781,1.039
303,-0.387,-0.750,1.137
304,-0.320,0.566,0.648
305,-0.016,-1.016,1.258
306,-0.066,-0.863,1.238
307,-0.266,0.762,0.703
308,-0.156,-0.039,1.070
309,0.367,-0.848,1.586
310,0.340,0.715,0.723
311,0.363,0.695,0.730
312,0.258,-0.145,1.523
313,-0.117,-0.211,0.672
314,0.008,0.277,0.637
315,0.129,-0.734,1.359
316,0.016,-0.895,0.918
317,0.055,1.461,0.602
318,-0.289,0.676,1.090
319,-0.371,-0.438,0.875
320,0.445,1.082,1.566
321,0.062,-0.047,0.746
322,0.242,-0.625,1.086
323,0.297,0.500,1.273
324,-0.152,-0.852,1.039
325,-0.035,-0.613,0.641
326,-0.031,0.285,0.914
327,-0.402,-0.527,1.031
328,-0.164,0.273,1.023
329,0.117,0.695,0.867
330,0.156,-0.289,1.250
331,0.059,0.211,1.129
332,0.152,0.875,1.016
333,0.246,-0.453,1.145
334,0.133,0.023,0.836
335,0.258,0.594,0.734
336,0.266,-1.039,1.426
337,-0.238,0.094,0.621
338,-0.469,1.578,0.461
339,-0.430,-0.332,1.199
340,0.066,-0.242,1.445
341,0.473,0.816,0.941
342,0.168,-0.035,0.863
343,-0.020,-0.316,1.457
344,-0.254,0.516,0.730
345,0.363,-0.055,0.879
346,0.262,-0.629,1.199
347,-0.207,-0.289,0.559
348,-0.172,0.039,0.895
349,-0.105,-0.637,1.605
350,0.000,0.102,0.656
351,0.230,1.281,0.914
352,-0.070,-0.293,1.297
353,0.293,-0.418,1.262
354,0.637,0.727,0.957
355,0.148,-0.094,0.672
356,-0.070,-0.629,0.941
357,-0.188,0.234,0.898
358,-0.207,-0.133,0.758
359,-0.129,-0.262,1.266
360,-0.332,0.133,1.180
361,-0.258,-0.109,0.801
362,0.250,-0.453,1.457
363,0.586,0.414,1.422
364,0.531,0.340,0.648
365,0.324,0.711,1.000
366,-0.289,0.105,0.688
367,-0.020,-0.430,0.961
368,0.035,0.012,0.883
369,-0.141,-0.301,0.875
370,-0.125,0.234,1.004
371,-0.285,0.551,0.996
372,-0.117,0.680,0.984
373,0.512,0.777,1.113
374,0.469,0.086,1.164
375,0.297,-0.047,0.945
376,0.137,-0.203,1.004
377,-0.016,-0.895,1.094
378,-0.121,-0.234,0.848
379,-0.152,0.121,0.926
380,-0.211,-0.066,0.961
381,-0.121,0.070,1.250
382,-0.125,0.281,1.168
383,0.066,-0.289,0.980
384,0.176,0.152,1.078
385,0.305,0.312,1.195
386,0.371,0.016,0.832
387,0.129,0.781,0.777
388,-0.324,0.375,0.746
389,-0.203,-0.762,0.965
390,0.141,-0.172,1.133
391,0.027,0.133,0.754
392,0.031,0.195,1.156
393,-0.070,-0.242,1.371
394,-0.023,0.723,0.707
395,0.348,0.297,0.715
396,0.305,-0.355,1.516
397,0.172,-0.160,0.922
398,-0.082,0.008,0.535
399,-0.207,-0.363,1.223
400,-0.234,-0.391,0.906
401,0.270,-0.324,1.379
402,0.281,0.258,1.078
403,-0.078,-0.168,0.895
404,-0.285,0.074,1.242
405,-0.004,-0.184,1.070
406,0.453,-0.152,1.098
407,0.246,0.539,0.777
408,-0.141,0.766,0.711
409,-0.395,0.062,0.945
410,0.012,-0.082,1.125
411,0.266,0.195,0.816
412,0.008,0.047,0.898
413,-0.117,0.129,1.117
414,-0.062,0.180,1.250
415,-0.008,0.383,0.715
416,0.066,0.699,0.793
417,0.043,-0.691,1.438
418,0.074,-0.441,0.934
419,0.211,0.285,0.605
420,0.117,-0.504,1.414
421,-0.188,-0.164,0.789
422,-0.008,0.945,0.738
423,0.152,-0.312,1.434
424,-0.043,-0.664,1.168
425,0.027,0.277,0.969
426,0.230,-0.273,1.277
427,0.250,-0.246,0.973
428,0.148,1.438,0.859
429,-0.109,0.297,0.625
430,0.043,-0.547,1.324
431,0.055,0.223,0.828
432,-0.211,-0.176,0.895
433,-0.355,-0.164,1.016
434,-0.145,-0.160,1.137
435,-0.133,0.445,0.875
436,0.156,0.242,0.867
437,0.223,-0.211,1.332
438,-0.051,0.102,0.715
439,0.012,0.039,0.625
440,0.059,-0.152,1.395
441,-0.199,0.000,0.883
442,-0.145,0.316,0.641
443,0.004,0.121,1.281
444,0.121,-0.984,1.516
445,0.211,0.078,1.027
446,0.234,0.289,0.859
447,0.312,-0.922,1.441
448,0.156,0.395,0.844
449,0.098,0.953,0.402
450,-0.055,-0.215,1.141
451,-0.195,-0.395,1.094
452,-0.125,0.500,0.770
453,-0.152,-0.199,1.234
454,-0.203,-0.324,1.062
455,0.297,0.211,1.164
456,0.285,0.328,1.082
457,0.266,0.188,0.844
458,0.055,0.168,0.812
459,-0.379,0.176,0.973
460,-0.297,-0.219,0.789
461,-0.168,-0.137,1.055
462,-0.152,-0.238,1.090
463,-0.133,-0.133,0.746
464,0.297,0.426,1.379
465,0.348,0.789,0.996
466,0.207,0.438,0.844
467,-0.113,0.289,0.883
468,0.082,-0.898,1.293
469,0.352,-1.125,1.359
470,0.215,0.410,0.660
471,0.215,0.410,0.660
472,-0.121,0.773,0.629
473,-0.332,-0.246,1.340
474,-0.109,-0.277,1.246
475,0.141,0.508,0.676
476,0.148,-0.363,1.301
477,-0.105,-0.344,1.188
478,0.203,0.434,0.918
479,0.383,0.395,0.977
480,0.043,-0.133,0.652
481,-0.324,0.555,0.797
482,-0.430,-0.090,0.953
483,-0.074,-0.383,1.043
484,0.203,0.027,0.984
485,-0.098,-0.020,1.195
486,-0.227,-0.168,0.945
487,0.055,0.703,1.176
488,-0.074,-0.133,0.832
489,0.066,-0.102,0.980
490,0.391,-0.422,1.285
491,0.371,-0.473,1.102
492,0.164,-0.023,0.793
493,-0.102,0.996,0.898
494,-0.137,-0.090,1.055
495,-0.055,-0.184,1.156
496,0.082,0.520,0.848
497,0.168,0.184,1.082
498,0.129,-0.660,1.398
499,0.078,0.590,0.676
500,0.285,0.223,0.652
501,0.129,-0.094,1.145
502,-0.242,-0.141,0.914
503,-0.281,0.570,0.566
504,0.008,-0.188,1.422
505,-0.328,-0.551,1.336
506,0.098,0.258,0.809
507,0.352,0.004,1.375
508,-0.004,-0.523,1.312
509,-0.027,0.324,0.555
510,0.195,0.434,0.953
511,0.309,-0.910,1.238
512,0.086,0.621,0.223
513,0.035,1.559,0.727
514,-0.215,-0.762,1.379
515,-0.203,0.562,0.730
516,0.133,1.066,0.867
517,0.285,-1.281,1.809
518,0.254,-0.328,1.160
519,0.348,0.551,0.859
520,0.008,-0.691,0.969
521,-0.051,-0.465,1.234
522,-0.109,0.340,0.410
523,-0.020,-0.031,0.910
524,-0.234,-0.965,1.156
525,-0.051,0.207,1.285
526,-0.125,0.422,0.773
527,0.102,-0.086,1.258
528,0.402,0.629,1.277
529,0.262,0.289,0.812
530,0.277,0.207,0.805
531,0.062,0.695,0.914
532,-0.176,-0.785,0.926
533,-0.246,0.414,0.652
534,-0.066,0.348,0.961
535,-0.062,-1.387,1.449
536,-0.121,0.195,0.902
537,0.137,0.074,1.000
538,0.562,-0.816,1.621
539,0.293,1.246,0.602
540,0.016,1.348,0.406
541,-0.043,-0.609,1.496
542,-0.141,-0.770,1.129
543,0.113,0.469,0.535
544,0.039,-0.172,1.207
545,-0.270,-0.418,1.250
546,-0.070,0.766,0.801
547,0.098,0.176,1.023
548,0.109,-0.645,1.535
549,0.020,0.082,0.953
550,-0.078,0.277,0.684
551,0.117,-0.555,1.188
552,0.094,0.246,0.816
553,0.168,1.203,0.590
554,-0.117,-0.145,0.977
555,-0.129,0.258,0.961
556,0.266,0.633,0.871
557,0.293,-0.199,1.480
558,-0.004,-0.312,0.758
559,0.082,0.230,1.102
560,-0.090,-0.379,1.008
561,0.094,-0.289,1.062
562,0.098,0.391,0.828
563,-0.020,-0.020,0.938
564,-0.055,-1.223,1.406
565,-0.055,0.164,1.129
566,0.098,0.312,0.539
567,0.105,-0.242,1.641
568,-0.312,0.133,0.930
569,0.035,0.699,0.617
570,0.074,-0.207,1.254
571,-0.031,-0.586,1.082
572,0.211,0.473,0.738
573,0.281,-0.258,1.035
574,-0.074,0.066,0.793
575,-0.012,0.809,0.934
576,-0.293,0.086,0.910
577,-0.066,0.215,0.988
578,0.191,0.156,1.223
579,0.012,-0.297,1.023
580,0.250,0.113,1.105
581,0.289,-0.059,1.125
582,0.059,0.312,0.668
583,-0.066,0.309,0.723
584,0.000,-0.270,1.414
585,-0.008,-0.527,0.992
586,-0.062,-0.008,0.930
587,-0.238,0.445,1.016
588,-0.113,-0.676,1.492
589,-0.027,0.352,0.906
590,0.184,0.883,0.609
591,0.344,-0.629,1.340
592,0.012,0.176,1.059
593,-0.098,0.402,0.543
594,0.109,-0.328,1.047
595,-0.020,-0.480,1.309
596,-0.324,0.305,0.492
597,0.195,0.730,0.996
598,-0.016,-0.215,1.473
599,-0.129,0.281,0.875
600,0.195,0.355,0.824
601,0.148,-0.648,1.434
602,0.172,-0.617,0.980
603,-0.023,0.973,0.457
604,-0.070,0.227,0.887
605,-0.051,-0.301,1.141
606,-0.113,0.496,0.887
607,-0.031,-0.035,0.898
608,0.035,-0.711,1.508
609,0.082,-0.312,1.359
610,0.164,0.305,0.816
611,0.137,0.293,1.133
612,0.016,-0.477,1.000
613,0.137,0.188,1.059
614,-0.164,0.121,0.602
615,0.055,-0.656,1.055
616,-0.090,0.062,1.086
617,-0.094,0.266,0.707
618,0.199,0.254,1.102
619,0.039,0.207,1.375
620,-0.262,0.457,0.699
621,0.023,0.305,0.957
622,0.266,-0.762,1.574
623,0.113,0.094,0.578
624,-0.059,0.891,0.566
625,-0.363,-0.344,0.930
626,0.020,-0.254,0.961
627,0.203,0.727,0.812
628,0.059,0.293,1.043
629,-0.074,-0.598,1.488
630,-0.062,-0.234,1.277
631,0.160,0.047,1.074
632,0.312,-0.148,1.125
633,0.289,-0.035,1.219
634,0.043,0.367,0.719
635,-0.023,0.004,0.691
636,0.000,-0.309,1.004
637,-0.121,-0.422,1.109
638,-0.176,0.105,0.785
639,-0.176,0.105,0.785
640,0.156,0.512,1.051
641,0.188,-0.191,1.617
642,-0.176,0.645,0.578
643,-0.035,0.609,0.738
644,0.184,-0.844,1.566
645,0.199,0.062,0.723
646,0.191,1.023,0.438
647,-0.188,-0.539,1.109
648,-0.332,-0.422,0.746
649,-0.027,0.801,0.820
650,0.000,-0.035,1.285
651,-0.098,-0.391,1.066
652,0.047,0.426,1.250
653,0.066,-0.352,1.320
654,0.391,-0.641,1.227
655,0.559,0.316,1.062
656,0.188,0.027,0.832
657,-0.062,-0.363,0.938
658,-0.160,-0.105,0.723
659,-0.141,-0.238,0.973
660,-0.289,-0.402,1.004
661,0.062,0.203,1.082
662,0.309,0.523,1.402
663,0.309,0.523,1.402
664,-0.082,-0.176,0.812
665,0.066,0.691,0.875
666,0.223,0.328,1.277
667,0.098,-0.289,0.883
668,0.039,0.859,0.367
669,-0.180,-0.020,0.965
670,-0.531,-1.062,0.984
671,-0.266,0.586,0.684
672,-0.121,0.402,0.895
673,0.020,-0.465,1.551
674,0.156,0.105,1.250
675,0.453,0.184,1.188
676,0.500,-0.402,1.344
677,0.168,-0.051,0.898
678,0.223,0.367,0.941
679,-0.004,-0.168,0.848
680,-0.078,-0.336,0.703
681,0.012,0.277,0.961
682,-0.148,-0.367,0.980
683,0.074,-0.078,1.195
684,0.176,0.215,1.160
685,0.121,0.176,1.113
686,0.059,0.020,0.965
687,0.078,0.582,1.113
688,-0.082,0.473,0.574
689,-0.121,0.129,1.168
690,-0.176,-0.570,0.820
691,0.082,-0.125,0.668
692,-0.090,-0.316,1.375
693,-0.465,-0.121,0.719
694,0.156,0.441,0.980
695,0.062,0.230,1.422
696,0.109,-0.371,1.176
697,0.336,0.699,0.770
698,0.094,0.004,1.160
699,-0.023,-0.270,0.934
700,0.402,0.738,0.684
701,0.293,0.324,0.805
702,-0.109,-0.098,0.844
703,0.059,-0.219,1.207
704,0.145,-0.637,1.238
705,-0.020,-0.152,1.199
706,-0.238,0.016,1.023
707,-0.129,0.199,1.219
708,-0.066,0.215,0.930
709,0.180,0.109,1.059
710,0.297,0.008,0.918
711,0.059,-0.016,0.910
712,-0.121,0.234,0.910
713,-0.230,-0.527,0.891
714,-0.172,-0.172,0.738
715,0.047,0.344,1.285
716,-0.203,0.203,1.020
717,0.066,0.652,0.758
718,0.312,0.645,1.203
719,0.352,-0.395,1.273
720,0.316,0.383,0.793
721,0.117,0.234,0.746
722,0.004,-0.480,1.125
723,0.078,0.000,1.039
724,-0.090,0.449,0.465
725,-0.062,-0.613,1.301
726,-0.250,-0.688,1.375
727,0.000,0.387,0.930
728,0.242,0.125,1.219
729,0.117,-0.332,1.207
730,0.156,0.434,0.973
731,0.020,0.539,0.652
732,0.020,-0.383,0.980
733,-0.113,-0.148,1.352
734,-0.520,-0.039,0.520
735,-0.012,-0.141,0.926
736,0.309,-0.504,1.688
737,0.129,0.324,0.766
738,0.250,1.145,0.641
739,-0.105,0.785,1.176
740,-0.027,-0.422,1.004
741,0.414,0.496,1.043
742,0.246,0.078,0.645
743,0.035,-0.391,0.922
744,-0.121,0.141,1.234
745,-0.191,0.145,0.449
746,0.121,0.031,1.168
747,-0.137,-0.117,1.250
748,-0.039,-0.598,1.238
749,-0.023,0.234,1.227
750,-0.016,-0.008,0.984
751,0.188,0.039,1.184
752,-0.133,0.191,1.051
753,-0.105,0.191,0.504
754,0.184,0.195,1.062
755,0.027,-0.938,1.461
756,-0.230,-0.055,0.473
757,0.383,0.211,0.973
758,0.254,-0.926,1.621
759,-0.051,0.629,0.770
760,-0.125,1.430,0.254
761,-0.082,0.035,1.391
762,-0.031,-0.375,1.035
763,0.418,0.715,0.785
764,0.191,0.250,0.582
765,0.000,-0.746,1.570
766,-0.320,0.184,0.777
767,-0.102,0.719,0.582
768,0.145,-0.707,1.527
769,0.027,-0.746,1.461
770,0.020,0.125,0.832
771,0.016,0.020,1.133
772,0.047,-0.438,1.109
773,0.168,0.172,1.055
774,-0.062,0.660,0.531
775,0.160,0.031,1.027
776,0.031,-0.285,1.246
777,-0.258,-0.008,0.793
778,-0.047,0.066,0.836
779,0.477,-0.684,1.574
780,0.168,0.227,1.043
781,-0.137,1.316,0.430
782,0.027,0.125,0.922
783,-0.137,-0.062,1.215
784,0.031,0.301,0.590
785,0.266,0.254,1.047
786,-0.062,-0.734,1.238
787,-0.316,-0.160,0.816
788,-0.176,0.664,0.895
789,0.172,-0.289,1.113
790,0.199,0.078,1.098
791,0.000,0.109,1.195
792,0.074,-0.656,1.016
793,0.293,-0.109,1.156
794,-0.012,0.172,0.863
795,0.074,-0.039,1.098
796,-0.027,-0.039,1.023
797,0.102,-0.133,0.910
798,-0.047,0.094,1.074
799,-0.113,-0.512,1.145
800,0.172,-0.039,0.746
801,0.332,0.465,1.188
802,-0.223,0.219,0.594
803,-0.020,0.238,0.918
804,-0.113,0.289,1.168
805,-0.090,-0.090,0.633
806,0.184,0.164,1.277
807,-0.090,-0.277,0.980
808,-0.051,-0.242,0.871
809,-0.082,0.172,1.039
810,-0.008,-0.039,0.961
811,0.188,0.020,1.090
812,0.082,0.051,1.176
813,0.156,-0.633,1.129
814,0.039,-0.066,1.160
815,-0.141,0.016,0.910
816,0.078,0.109,0.969
817,0.184,0.168,1.172
818,0.148,0.172,0.898
819,0.125,0.398,0.781
820,-0.008,-0.574,1.262
821,-0.047,-0.289,1.117
822,0.039,0.293,0.855
823,-0.184,0.031,0.773
824,-0.180,0.547,1.129
825,0.051,0.398,0.789
826,0.230,0.383,1.082
827,-0.004,0.293,0.816
828,-0.039,-0.246,1.172
829,-0.125,-0.016,0.863
830,-0.094,-0.113,0.871
831,0.027,0.199,1.020
832,0.070,0.145,1.000
833,0.070,0.008,1.098
834,-0.016,0.523,0.844
835,0.047,-0.441,1.238
836,0.137,-0.590,1.398
837,0.254,0.590,0.812
838,0.285,-0.031,1.047
839,0.031,-0.363,1.391
840,-0.102,0.520,0.641
841,0.023,0.066,0.824
842,0.094,-0.770,1.664
843,-0.305,-0.047,0.512
844,0.012,0.781,0.820
845,0.109,-0.230,1.168
846,0.160,-0.355,1.262
847,0.000,1.363,0.348
848,-0.066,0.375,0.844
849,-0.199,-0.941,1.500
850,-0.008,0.449,0.668
851,0.234,0.105,0.688
852,0.012,-1.000,1.574
853,-0.191,0.102,0.801
854,0.152,0.496,0.859
855,0.062,-0.266,1.113
856,0.043,-0.148,1.121
857,0.164,0.109,1.188
858,0.266,-0.508,1.262
859,0.219,0.133,1.004
860,0.172,0.422,1.223
861,-0.172,-0.195,0.738
862,-0.043,0.184,1.000
863,0.082,-0.180,1.051
864,0.074,-0.242,0.992
865,-0.219,0.582,0.453
866,-0.074,0.527,1.086
867,-0.172,-0.148,1.070
868,-0.219,0.238,0.766
869,-0.141,0.883,0.812
870,0.023,-0.281,1.348
871,0.254,-0.418,1.531
872,0.195,0.492,0.645
873,0.102,-0.125,0.875
874,0.082,-0.477,1.434
875,-0.066,-0.043,0.770
876,0.176,0.426,0.633
877,0.094,0.082,1.070
878,-0.121,-0.352,1.312
879,0.129,0.672,0.656
880,0.402,0.707,1.070
881,0.277,-0.250,1.348
882,0.125,0.465,0.988
883,0.039,0.637,0.570
884,0.176,-0.469,1.277
885,-0.031,-0.516,1.121
886,-0.180,0.000,0.688
887,-0.320,-0.062,0.668
888,-0.273,-0.871,1.590
889,-0.422,-0.105,0.926
890,-0.102,0.469,0.828
891,0.156,-0.086,1.379
892,0.129,-0.062,1.328
893,-0.066,0.828,0.637
894,0.250,0.078,0.965
895,0.316,-0.328,0.961
896,0.133,-0.180,1.207
897,-0.152,0.289,0.191
898,0.234,-0.082,1.066
899,-0.094,-0.469,1.301
900,0.070,0.164,0.840
901,0.402,0.375,1.055
902,0.086,-0.547,1.305
903,0.070,0.234,1.062
904,0.316,0.512,0.957
905,0.293,-0.109,1.078
906,0.012,0.254,0.828
907,0.016,-0.250,1.066
908,-0.008,-0.543,0.965
909,-0.230,0.227,0.922
910,-0.355,-0.082,1.047
911,-0.273,-0.309,1.207
912,-0.008,-0.160,1.043
913,0.258,0.484,1.082
914,-0.012,0.340,0.918
915,-0.219,0.125,0.969
916,-0.008,0.449,0.945
917,0.133,-0.504,0.863
918,0.262,0.191,0.961
919,0.078,0.402,0.945
920,-0.012,0.148,0.934
921,0.074,0.254,0.980
922,-0.047,0.223,1.195
923,0.211,-0.051,1.008
924,0.355,0.551,0.684
925,0.293,-0.223,1.473
926,0.066,-0.016,0.922
927,0.148,0.637,0.430
928,0.035,-0.434,1.336
929,-0.219,-0.691,1.129
930,-0.020,0.309,0.773
931,-0.090,-0.449,1.328
932,-0.406,-0.355,1.168
933,-0.137,0.293,0.980
934,0.066,-0.043,1.090
935,0.082,0.094,0.977
936,-0.020,0.477,0.859
937,-0.020,0.129,0.992
938,-0.035,-0.461,0.930
939,0.090,-0.078,0.750
940,0.215,0.762,0.977
941,0.047,-0.863,1.258
942,-0.027,0.379,0.797
943,-0.016,0.879,0.754
