Sample,X,Y,Z
351,0.211,-0.129,1.133
352,0.062,0.059,0.988
353,-0.039,0.055,0.930
354,0.102,0.039,1.035
355,-0.016,-0.043,0.949
356,0.020,0.172,1.004
357,-0.016,0.055,1.020
358,-0.109,0.109,0.953
359,-0.086,0.027,0.980
360,-0.105,-0.137,1.051
361,0.094,-0.258,1.129
362,0.105,-0.051,1.016
363,0.125,0.219,1.098
364,-0.055,0.141,0.820
365,0.117,0.281,1.113
366,0.031,-0.207,0.918
367,-0.059,0.121,0.875
368,-0.020,0.102,1.035
369,0.102,-0.148,1.109
370,0.410,0.230,0.930
371,0.262,0.383,1.059
372,0.090,-0.102,0.984
373,-0.016,-0.086,1.070
374,-0.211,0.016,0.953
375,-0.062,0.031,0.984
376,-0.016,-0.031,0.969
377,-0.035,0.137,0.945
378,0.055,0.238,1.043
379,0.148,0.102,1.078
380,0.113,-0.156,1.082
381,-0.129,0.020,0.945
382,-0.172,-0.211,1.062
383,-0.152,-0.102,0.984
384,0.016,0.172,0.918
385,-0.082,0.141,0.930
386,-0.043,-0.121,1.023
387,0.031,0.102,0.949
388,0.328,0.129,1.145
389,0.262,0.035,1.016
390,0.184,0.395,1.012
391,0.113,-0.074,1.012
392,0.031,0.156,1.004
393,0.035,0.266,0.848
394,0.090,-0.207,1.062
395,-0.070,0.090,0.910
396,-0.098,0.004,1.016
397,-0.023,-0.098,0.996
398,0.086,0.211,0.984
399,0.086,0.211,0.984
400,0.023,-0.070,1.051
401,0.098,-0.059,1.105
402,-0.004,0.062,0.973
403,-0.160,0.043,1.016
404,-0.195,0.020,0.953
405,-0.105,-0.219,1.090
406,0.070,0.109,0.926
407,0.242,0.121,1.152
408,-0.062,-0.062,0.895
409,-0.051,0.316,0.992
410,-0.102,-0.262,0.961
411,0.043,-0.020,0.996
412,0.148,0.316,0.895
413,0.094,0.078,1.094
414,0.000,0.086,0.902
415,-0.012,0.234,0.973
416,0.145,-0.148,1.023
417,0.230,0.039,1.102
418,0.086,0.102,1.035
419,-0.172,-0.086,0.969
420,-0.148,0.145,0.953
421,-0.027,-0.031,1.004
422,0.129,0.199,0.953
423,0.195,0.219,1.035
424,0.121,-0.168,1.102
425,0.121,0.023,0.973
426,0.102,0.012,1.035
427,0.062,0.031,1.000
428,-0.113,0.242,0.941
429,-0.316,-0.250,0.977
430,-0.234,-0.141,1.012
431,-0.012,0.078,0.922
432,0.070,0.023,1.008
433,0.145,0.340,0.984
434,0.242,-0.152,1.199
435,0.258,0.031,1.070
436,0.027,0.184,0.895
437,-0.059,0.004,0.980
438,-0.016,0.066,0.996
439,0.043,0.145,0.988
440,0.031,-0.133,1.043
441,-0.051,0.129,0.867
442,-0.059,0.027,0.977
443,0.117,0.066,1.004
444,0.297,0.109,1.121
445,0.125,0.008,1.039
446,-0.039,-0.094,1.004
447,-0.129,-0.062,1.012
448,-0.051,0.133,0.961
449,0.062,0.055,0.980
450,-0.016,-0.031,1.000
451,-0.184,0.094,0.961
452,-0.016,0.031,1.035
453,0.172,-0.043,1.039
454,0.246,0.199,1.047
455,0.074,0.152,0.957
456,-0.039,-0.188,1.094
457,-0.230,0.129,0.816
458,-0.047,0.188,0.895
459,0.059,-0.188,1.027
460,0.234,-0.164,1.113
461,0.266,0.086,1.012
462,0.102,0.121,1.016
463,0.168,0.086,1.074
464,0.004,0.125,0.922
465,-0.027,0.078,1.055
466,0.020,-0.082,0.934
467,0.039,0.043,1.039
468,0.004,-0.016,0.961
469,0.020,0.113,0.957
470,0.121,-0.020,1.121
471,0.035,0.004,0.969
472,0.047,0.000,1.109
473,-0.113,-0.020,0.859
474,-0.051,0.215,1.062
475,-0.027,0.031,0.836
476,0.078,0.305,1.074
477,0.000,-0.051,1.020
478,-0.004,-0.312,1.016
479,0.055,0.117,0.977
480,-0.062,0.113,1.039
481,0.070,-0.145,0.984
482,0.156,0.215,0.996
483,0.035,0.082,1.078
484,-0.016,-0.012,0.859
485,0.000,0.188,1.055
486,0.012,-0.109,0.938
487,0.293,0.023,1.098
488,0.176,0.082,1.043
489,0.027,0.027,0.945
490,0.059,-0.156,1.094
491,-0.012,0.008,0.938
492,0.094,0.270,1.016
493,0.031,-0.074,1.000
494,-0.098,0.051,1.027
495,-0.102,-0.035,0.887
496,0.066,-0.203,1.109
497,0.180,0.195,0.949
498,0.141,0.254,1.039
499,0.074,-0.039,1.008
500,-0.016,-0.078,1.020
501,-0.133,0.238,0.945
502,-0.238,0.105,0.969
503,-0.066,-0.285,1.039
504,0.133,-0.145,1.102
505,0.102,0.020,1.016
506,0.012,0.348,0.859
507,0.039,0.297,1.020
508,0.203,-0.098,1.020
509,0.176,0.195,1.031
510,-0.051,0.062,0.988
511,-0.137,-0.121,1.023
512,-0.078,-0.047,1.047
513,0.062,-0.113,0.984
514,0.238,0.223,0.898
515,0.219,0.391,1.070
516,-0.012,0.098,0.891
517,0.242,-0.160,1.199
518,0.078,-0.176,0.949
519,-0.004,0.086,0.992
520,-0.113,0.113,0.988
521,-0.105,-0.035,1.031
522,0.051,-0.082,1.082
523,-0.012,-0.062,0.902
524,-0.027,0.051,1.000
525,-0.078,0.176,0.918
526,0.078,0.035,1.066
527,0.109,0.059,1.035
528,0.074,0.105,1.090
529,-0.055,-0.090,0.898
530,-0.109,0.074,1.027
531,-0.082,0.078,0.895
532,0.082,0.078,1.070
533,0.152,0.016,0.969
534,0.066,0.234,0.965
535,0.055,-0.039,1.035
536,0.074,0.121,1.000
537,0.125,-0.078,1.031
538,0.066,0.105,1.039
539,-0.008,0.020,0.992
540,-0.125,0.105,0.879
541,0.000,0.160,1.051
542,0.074,0.199,0.910
543,0.168,-0.062,1.098
544,0.059,-0.109,1.047
545,-0.035,-0.258,1.043
546,-0.008,0.031,1.012
547,0.113,-0.059,1.023
548,0.086,0.098,0.984
549,-0.012,0.348,0.844
550,-0.145,-0.129,1.043
551,0.004,0.000,0.996
552,0.156,0.039,1.070
553,0.199,-0.129,1.113
554,0.207,0.242,0.949
555,-0.102,0.277,0.980
556,-0.082,-0.133,0.996
557,0.082,0.078,1.012
558,0.082,0.078,1.012
559,0.070,0.008,0.930
560,0.062,0.059,1.031
561,-0.062,0.148,0.988
562,-0.086,-0.152,0.957
563,0.055,0.430,1.051
564,0.012,0.133,0.910
565,0.141,-0.125,1.043
566,0.109,-0.102,1.105
567,-0.016,-0.297,1.008
568,-0.027,0.426,0.898
569,-0.047,-0.008,1.059
570,0.121,0.062,0.988
571,0.203,0.035,1.094
572,-0.141,-0.383,1.055
573,-0.211,0.020,0.879
574,-0.188,0.090,0.941
575,0.125,0.043,0.965
576,0.461,0.340,1.152
577,0.102,0.035,0.965
578,-0.098,-0.070,0.938
579,-0.156,0.133,1.031
580,0.004,-0.137,0.953
581,0.258,0.305,1.062
582,0.074,-0.082,0.984
583,-0.074,0.113,1.055
584,-0.047,0.203,0.840
585,0.133,-0.027,1.074
586,0.141,0.117,0.973
587,0.156,-0.016,1.207
588,-0.051,-0.262,0.875
589,-0.125,0.094,0.992
590,-0.055,0.012,0.973
591,0.129,0.148,1.016
592,0.172,0.172,1.031
593,-0.148,-0.047,0.980
594,-0.227,-0.266,0.938
595,-0.090,0.121,1.062
596,0.141,-0.016,1.039
597,0.293,0.277,1.051
598,0.168,0.184,0.957
599,-0.141,0.156,0.934
600,-0.172,-0.090,0.941
601,-0.059,-0.102,1.082
602,0.086,-0.027,0.930
603,0.164,-0.133,1.102
604,-0.086,0.105,0.938
605,-0.074,0.254,0.855
606,0.082,-0.020,1.129
607,0.227,0.031,1.000
608,0.324,-0.074,1.102
609,0.098,-0.008,0.969
610,-0.090,0.078,1.074
611,-0.242,0.035,0.918
612,0.012,-0.043,1.105
613,0.074,-0.133,0.902
614,0.062,0.137,1.031
615,-0.047,0.039,0.938
616,0.152,0.191,1.023
617,0.277,0.188,0.988
618,0.324,0.117,1.070
619,0.062,0.242,1.035
620,-0.273,-0.148,0.918
621,-0.188,-0.277,0.984
622,-0.039,-0.016,0.988
623,0.113,0.020,1.078
624,0.199,0.176,0.992
625,-0.129,0.125,0.980
626,-0.250,0.051,0.961
627,-0.094,-0.133,0.992
628,0.074,-0.086,1.020
629,0.125,0.242,1.027
630,0.238,-0.004,1.117
631,0.125,0.012,0.949
632,-0.020,0.199,0.949
633,-0.039,0.156,0.996
634,0.008,-0.141,1.059
635,0.078,0.047,1.020
636,0.035,-0.039,0.910
637,-0.008,-0.027,1.074
638,0.023,0.262,0.961
639,0.184,-0.027,0.988
640,0.176,0.023,0.957
641,0.059,0.180,0.980
642,-0.016,-0.070,1.047
643,0.082,-0.086,1.066
644,0.129,0.086,1.027
645,0.023,-0.016,1.020
646,-0.102,0.004,0.941
647,-0.285,0.090,0.973
648,-0.156,0.059,0.918
649,0.094,0.141,0.938
650,0.305,0.078,1.105
651,0.344,0.051,1.102
652,0.301,-0.059,1.043
653,0.027,0.086,0.980
654,-0.242,0.055,0.867
655,-0.223,-0.004,0.988
656,-0.051,-0.336,1.062
657,0.074,-0.094,1.039
658,0.012,0.332,0.980
659,-0.031,0.082,0.906
660,0.184,0.090,1.133
661,0.246,0.168,0.922
662,0.262,0.117,1.195
663,0.016,-0.062,0.902
664,-0.082,-0.008,0.973
665,-0.145,0.160,1.000
666,0.023,-0.012,1.027
667,0.039,0.125,0.848
668,0.078,0.133,1.070
669,0.023,-0.219,1.023
670,0.062,0.105,0.973
671,0.031,0.242,0.930
672,0.016,-0.133,1.059
673,0.160,-0.078,1.137
674,0.082,-0.078,0.973
675,0.012,-0.094,1.090
676,-0.121,0.219,0.980
677,-0.199,0.184,0.863
678,-0.086,-0.020,1.020
679,0.020,-0.215,0.961
680,0.137,0.164,1.098
681,0.180,-0.133,1.039
682,0.180,0.207,0.926
683,0.094,0.336,1.035
684,0.098,-0.223,1.000
685,0.105,-0.027,1.043
686,-0.039,-0.008,0.977
687,-0.102,0.117,0.961
688,-0.039,0.203,0.969
689,0.023,-0.016,0.988
690,-0.016,0.109,1.039
691,-0.066,-0.270,1.051
692,-0.051,0.125,0.848
693,0.004,0.191,1.113
694,-0.027,0.098,0.883
695,0.293,0.133,1.137
696,0.145,-0.105,1.008
697,-0.082,0.102,0.887
698,-0.125,0.039,0.914
699,0.012,-0.242,1.168
700,0.156,0.105,1.031
701,0.051,0.207,0.945
702,0.000,-0.125,0.965
703,0.070,-0.020,1.105
704,0.121,-0.098,0.961
705,0.207,0.078,0.980
706,0.238,0.219,1.098
707,0.035,0.156,0.898
708,0.098,0.164,1.027
709,0.012,-0.090,1.059
710,-0.082,-0.180,1.000
711,-0.102,-0.020,0.969
712,-0.180,-0.070,0.961
713,0.090,0.156,1.121
714,0.102,0.152,0.926
715,0.039,-0.039,1.008
716,-0.086,0.082,0.988
717,-0.125,-0.105,1.027
718,0.012,0.035,1.016
719,0.012,0.301,0.984
720,-0.016,-0.078,0.992
721,-0.105,0.004,0.961
722,-0.082,0.137,0.977
723,-0.105,0.176,0.992
724,0.098,-0.055,1.062
725,0.109,-0.031,0.945
726,0.055,-0.043,1.059
727,-0.051,0.012,0.984
728,0.168,-0.023,1.043
729,0.156,0.312,0.965
730,0.156,0.047,0.996
731,0.102,0.008,0.953
732,0.277,-0.148,1.059
733,0.270,0.188,1.066
734,0.297,0.270,1.027
735,0.207,0.047,1.051
736,-0.016,-0.062,0.934
737,-0.301,0.070,0.922
738,-0.199,-0.395,1.094
739,-0.121,-0.172,1.004
740,0.062,0.145,0.938
741,0.082,0.281,0.980
742,0.105,0.141,1.133
743,-0.027,-0.008,0.953
744,0.004,-0.266,1.113
745,-0.207,-0.387,0.855
746,-0.121,0.359,1.074
747,-0.211,0.371,0.785
748,0.086,0.383,0.977
749,0.418,-0.027,1.051
750,0.348,-0.199,1.176
751,0.105,-0.016,0.996
752,-0.184,-0.125,0.945
753,0.078,0.184,1.027
754,0.160,0.426,0.953
755,0.113,-0.246,1.059
756,-0.051,-0.133,1.066
757,-0.230,-0.355,0.879
758,-0.035,0.086,1.008
759,0.246,0.391,0.930
760,0.395,0.484,1.043
761,0.227,0.242,0.973
762,-0.160,-0.266,1.152
763,-0.469,-0.312,0.824
764,-0.320,-0.289,1.039
765,-0.008,-0.078,1.027
766,0.109,0.324,0.953
767,0.148,0.285,1.113
768,0.105,0.090,0.898
769,0.121,0.043,1.047
770,0.145,-0.141,1.047
771,0.129,-0.121,1.105
772,0.051,0.027,0.887
773,-0.066,0.223,0.992
774,0.094,0.055,0.980
775,0.113,0.199,0.965
776,0.023,-0.141,1.047
777,-0.035,-0.031,0.992
778,-0.098,-0.102,1.023
779,-0.125,0.125,0.863
780,0.230,0.148,1.086
781,0.273,0.273,1.098
782,0.230,0.137,1.059
783,-0.152,-0.062,0.926
784,-0.289,-0.039,0.859
785,-0.234,0.059,0.961
786,0.074,0.004,1.070
787,0.148,0.039,1.109
788,0.188,-0.113,0.969
789,0.031,0.273,1.082
790,-0.195,0.137,0.871
791,-0.141,0.180,0.918
792,0.082,-0.355,1.098
793,0.176,-0.168,1.102
794,0.176,0.023,1.008
795,0.121,0.137,0.926
796,0.211,0.316,1.078
797,0.047,0.180,0.863
798,0.125,-0.359,1.141
799,-0.055,-0.074,0.980
800,-0.051,-0.066,1.051
801,0.020,0.195,0.988
802,0.062,0.281,0.902
803,0.082,0.109,0.934
804,-0.031,0.004,1.039
805,-0.094,-0.098,1.070
806,-0.062,0.059,0.898
807,0.152,0.270,1.098
808,0.027,0.137,0.992
809,-0.070,0.133,0.992
810,-0.270,0.062,0.895
811,-0.164,-0.230,0.980
812,0.086,0.098,1.035
813,0.160,-0.016,1.078
814,0.148,-0.039,1.047
815,-0.016,-0.090,0.953
816,-0.008,-0.113,1.023
817,-0.020,0.242,0.914
818,0.043,-0.035,1.047
819,0.195,-0.035,1.027
820,0.242,0.094,0.980
821,0.152,0.012,1.055
822,0.168,0.195,0.969
823,0.098,0.203,1.023
824,0.129,0.094,1.008
825,0.121,-0.191,1.102
826,-0.156,-0.070,0.914
827,-0.137,0.066,0.980
828,-0.062,0.125,1.027
829,0.027,0.203,0.957
830,0.059,-0.094,1.039
831,-0.027,-0.137,0.996
832,-0.059,0.180,1.004
833,-0.062,0.227,0.910
834,0.078,0.168,1.074
835,-0.059,-0.051,0.996
836,-0.078,-0.078,1.031
837,-0.129,-0.145,0.973
838,-0.141,0.000,0.922
839,0.074,0.219,1.020
840,0.281,-0.125,1.090
841,0.359,0.031,1.090
842,0.102,0.184,0.898
843,-0.059,-0.035,1.004
844,-0.074,0.012,0.938
845,0.059,-0.043,1.090
846,0.172,-0.008,0.996
847,0.215,0.113,1.078
848,0.102,0.156,0.902
849,0.168,0.066,0.992
850,0.156,0.320,1.039
851,0.023,-0.035,0.996
852,-0.102,-0.203,0.965
853,-0.211,-0.055,1.074
854,-0.059,-0.082,0.988
855,0.086,0.344,0.980
856,-0.027,0.277,0.977
857,-0.090,-0.156,0.973
858,-0.062,-0.117,0.980
859,-0.016,-0.211,1.109
860,0.012,0.109,0.871
861,0.105,0.203,1.156
862,0.039,-0.043,0.941
863,0.043,0.031,1.039
864,-0.027,-0.047,0.965
865,-0.051,-0.059,0.984
866,0.094,0.188,0.918
867,0.105,0.188,1.027
868,0.215,0.055,1.008
869,0.199,0.008,1.027
870,0.102,0.027,1.059
871,-0.086,0.133,0.992
872,-0.105,-0.074,0.969
873,0.012,-0.199,1.082
874,0.012,0.148,0.949
875,-0.008,0.086,1.062
876,0.016,-0.070,0.945
877,0.047,0.137,1.039
878,-0.035,0.062,0.848
879,-0.008,0.129,1.066
880,-0.043,-0.098,0.969
881,0.031,-0.148,1.082
882,0.090,0.121,0.945
883,0.027,0.238,1.047
884,0.039,-0.137,0.996
885,0.160,0.000,1.031
886,0.289,-0.020,1.117
887,0.152,-0.121,0.926
888,0.055,0.422,1.020
889,-0.238,0.293,0.770
890,0.027,-0.078,1.035
891,0.203,-0.047,1.113
892,0.094,0.113,0.992
893,-0.027,-0.344,1.004
894,-0.043,0.004,1.051
895,0.031,0.133,1.000
896,0.168,0.344,0.953
897,0.109,-0.035,1.250
898,-0.293,-0.277,0.816
899,-0.250,0.152,0.949
900,-0.266,0.023,0.973
901,-0.016,-0.020,0.996
902,0.105,0.254,1.004
903,0.062,-0.211,0.965
904,0.156,0.000,1.023
905,0.105,0.148,1.094
906,0.027,0.137,0.949
907,0.016,0.004,0.977
908,0.098,-0.125,1.172
909,0.004,0.039,0.820
910,0.031,0.117,1.020
911,-0.012,0.082,0.977
912,0.219,0.043,1.094
913,0.270,0.102,0.973
914,0.168,-0.012,0.980
915,0.141,-0.020,1.066
916,0.059,0.090,0.996
917,0.172,0.105,1.051
918,0.043,0.328,0.816
919,-0.117,-0.242,1.117
920,-0.137,-0.039,0.910
921,-0.117,0.109,0.965
922,-0.059,0.160,0.965
923,0.148,-0.066,1.105
924,0.059,0.078,1.105
925,-0.137,0.012,0.848
926,-0.027,-0.059,1.184
927,-0.098,-0.043,0.895
928,0.023,0.031,1.004
929,0.066,-0.105,0.973
930,0.109,0.094,0.953
931,0.055,0.305,0.980
932,0.059,0.184,1.012
933,0.176,-0.191,1.078
934,0.047,0.039,0.926
935,-0.031,0.012,1.148
936,-0.008,-0.082,0.871
937,0.266,0.086,1.145
938,0.066,0.117,0.891
939,0.109,0.098,1.012
940,-0.023,0.102,0.953
941,-0.062,0.047,1.141
942,-0.047,-0.117,0.895
943,0.000,0.129,1.047
944,0.074,0.035,1.039
945,0.027,0.043,1.031
946,-0.090,0.199,0.859
947,-0.027,-0.109,1.027
948,0.090,-0.133,0.980
949,0.188,0.305,1.090
950,0.137,-0.090,0.980
951,0.164,0.105,1.047
