Sample,X,Y,Z
165,0.520,0.320,0.883
166,0.406,0.230,0.973
167,0.387,-0.465,0.941
168,0.703,-0.566,1.258
169,0.738,0.297,1.059
170,0.598,0.445,1.137
171,0.023,0.535,1.035
172,-0.559,0.246,0.902
173,-1.020,-0.574,0.926
174,-1.160,-0.398,0.859
175,-0.816,-0.328,1.004
176,-0.484,0.008,1.047
177,-0.215,0.598,0.945
178,-0.062,0.488,1.000
179,-0.008,0.207,1.141
180,-0.281,-0.043,0.840
181,-0.348,-0.406,1.066
182,-0.262,-0.156,0.852
183,0.188,0.234,1.016
184,0.582,0.328,1.031
185,0.691,0.434,1.016
186,0.477,0.219,0.984
187,0.309,0.066,0.891
188,0.395,-0.207,1.004
189,0.500,-0.004,1.141
190,0.637,0.039,1.055
191,0.449,-0.031,1.074
192,-0.039,0.480,0.910
193,-0.352,0.168,0.883
194,-0.250,-0.367,0.957
195,-0.059,-0.211,1.145
196,-0.113,-0.328,1.090
197,-0.125,0.008,1.094
198,-0.207,0.223,1.047
199,-0.359,0.172,0.953
200,-0.305,0.262,1.031
201,-0.344,-0.312,0.957
202,-0.293,-0.508,1.070
203,-0.387,0.035,0.852
204,-0.164,0.004,0.984
205,0.211,0.410,0.945
206,0.281,0.500,0.945
207,0.285,-0.031,0.992
208,0.285,0.059,0.996
209,0.258,-0.332,1.000
210,0.371,0.324,0.977
211,0.453,0.379,1.078
212,0.395,0.117,1.016
213,0.180,0.207,1.008
214,-0.172,-0.086,0.902
215,-0.133,-0.137,1.062
216,-0.070,-0.195,0.953
217,0.059,0.043,1.062
218,-0.023,0.582,0.879
219,0.023,0.090,1.012
220,0.082,-0.066,1.121
221,-0.211,-0.055,1.035
222,-0.203,-0.426,0.988
223,-0.047,-0.254,1.133
224,-0.031,0.070,0.996
225,-0.012,0.211,0.980
226,-0.070,-0.043,1.051
227,-0.305,0.215,0.867
228,-0.297,-0.273,0.949
229,0.000,0.016,0.973
230,0.285,0.129,1.012
231,0.426,0.023,0.996
232,0.535,0.500,1.062
233,0.281,0.184,1.004
234,0.180,-0.129,1.074
235,0.031,0.004,0.918
236,-0.047,0.047,1.004
237,-0.105,-0.051,0.910
238,0.043,0.039,1.125
239,-0.105,0.379,0.848
240,-0.035,0.168,0.938
241,0.156,-0.020,1.039
242,-0.004,0.277,1.113
243,-0.145,-0.270,0.945
244,-0.125,-0.215,1.172
245,-0.250,-0.016,0.934
246,-0.234,0.207,0.961
247,-0.188,0.098,1.055
248,-0.203,-0.180,0.898
249,0.008,0.133,1.070
250,0.059,-0.098,0.977
251,0.242,0.035,1.047
252,0.172,0.105,0.992
253,-0.004,0.141,0.988
254,0.027,0.027,0.953
255,0.113,0.008,1.020
256,0.156,-0.070,1.000
257,0.113,-0.145,1.008
258,0.180,-0.027,1.012
259,0.176,0.258,0.938
260,0.039,0.391,1.004
261,0.023,0.020,0.953
262,0.047,-0.207,1.051
263,0.016,-0.098,1.082
264,-0.082,0.020,0.988
265,-0.195,-0.094,1.066
266,-0.156,0.191,0.898
267,-0.066,0.363,1.043
268,-0.145,-0.078,0.871
269,-0.051,0.227,1.062
270,-0.105,-0.293,0.918
271,0.055,-0.113,1.098
272,0.227,0.438,0.926
273,0.090,0.285,1.023
274,0.031,-0.172,1.016
275,0.020,0.008,1.008
276,0.145,-0.078,1.020
277,0.227,0.070,1.000
278,0.203,0.191,1.020
279,-0.078,0.074,0.953
280,0.020,-0.098,0.953
281,0.020,0.121,1.031
282,0.078,0.074,0.984
283,0.199,0.094,1.086
284,0.082,-0.137,1.051
285,0.078,-0.078,0.941
286,-0.008,-0.008,1.098
287,-0.090,0.098,0.902
288,0.055,0.160,1.074
289,-0.086,-0.090,0.984
290,-0.223,0.117,0.973
291,-0.301,-0.012,0.840
292,-0.133,-0.156,1.020
293,0.148,0.176,1.016
294,0.305,0.059,1.152
295,0.191,0.016,0.961
296,0.074,0.059,1.098
297,-0.012,-0.059,0.918
298,0.160,0.223,1.086
299,-0.016,-0.035,0.891
300,-0.020,-0.312,1.117
301,-0.043,0.172,0.793
302,0.000,0.195,1.066
303,0.000,0.195,1.066
304,0.109,0.168,0.906
305,0.379,0.250,1.109
306,0.203,-0.371,1.098
307,0.109,-0.215,1.082
308,-0.145,0.117,0.941
309,-0.207,0.078,0.953
310,0.031,0.148,0.984
311,0.152,0.043,1.070
312,-0.082,0.055,0.922
313,-0.125,0.090,1.012
314,0.000,-0.121,1.039
315,0.203,0.066,1.000
316,0.227,0.223,1.047
317,0.004,-0.105,0.984
318,-0.246,0.148,0.957
319,-0.164,-0.039,0.945
320,0.074,-0.164,1.008
321,0.277,0.176,0.957
322,0.137,0.195,1.051
323,0.035,-0.121,0.969
324,0.234,-0.031,1.090
325,0.195,0.090,1.039
326,0.148,0.305,0.938
327,0.004,-0.031,0.988
328,-0.020,-0.320,1.102
329,0.086,-0.148,1.008
330,0.059,0.195,0.941
331,-0.043,0.258,0.988
332,-0.078,0.105,0.941
333,0.031,-0.148,1.125
334,-0.070,-0.164,0.996
335,-0.066,0.016,0.980
336,-0.055,0.145,0.984
337,-0.004,0.180,1.008
338,0.090,0.145,0.945
339,0.105,-0.047,1.129
340,-0.113,-0.035,0.910
341,-0.023,0.102,0.969
342,0.113,0.168,0.992
343,0.211,-0.195,1.102
344,0.098,0.199,0.945
345,-0.148,0.113,0.941
346,0.000,-0.215,0.984
347,0.312,0.176,1.078
348,0.121,-0.047,0.918
349,0.082,0.031,1.051
350,-0.027,0.004,1.020
351,0.027,0.035,0.957
352,0.273,0.043,1.113
353,0.305,-0.070,1.102
354,0.043,0.195,0.984
355,-0.309,0.004,0.879
356,-0.254,0.094,0.973
357,-0.039,-0.039,0.926
358,0.043,0.008,1.047
359,0.047,-0.031,1.051
360,-0.082,-0.156,1.055
361,-0.027,0.348,0.914
362,0.008,0.262,0.984
363,0.109,0.164,0.926
364,0.113,-0.113,1.152
365,-0.191,-0.340,0.973
366,-0.113,-0.121,0.992
367,0.000,0.250,1.000
368,0.188,0.223,0.938
369,0.395,0.250,1.086
370,0.188,-0.172,1.129
371,-0.035,0.086,0.945
372,-0.191,-0.027,0.918
373,-0.191,0.121,0.918
374,0.117,0.406,0.938
375,0.332,-0.023,1.031
376,0.223,-0.086,1.098
377,-0.062,0.016,1.027
378,-0.004,-0.141,0.977
379,0.102,0.246,1.047
380,-0.078,0.242,0.953
381,-0.281,-0.168,1.039
382,-0.332,-0.074,0.867
383,-0.109,-0.109,1.000
384,0.207,0.438,0.941
385,0.262,-0.008,1.203
386,0.016,-0.094,0.961
387,0.020,-0.117,1.070
388,-0.062,-0.113,0.922
389,0.082,0.219,1.059
390,-0.027,-0.086,1.004
391,-0.113,-0.047,1.008
392,-0.129,0.430,0.785
393,0.039,-0.113,1.121
394,0.172,-0.055,1.027
395,0.176,0.141,1.023
396,0.164,0.258,0.961
397,0.094,-0.008,1.078
398,-0.023,0.023,0.969
399,0.004,0.012,1.078
400,-0.062,-0.191,0.891
401,0.039,0.277,1.035
402,-0.250,0.133,0.887
403,0.066,0.094,0.996
404,0.250,-0.145,1.074
405,0.246,0.270,1.055
406,0.121,0.105,1.031
407,-0.168,-0.438,1.117
408,-0.195,-0.008,0.949
409,-0.250,0.051,0.836
410,-0.094,0.172,0.957
411,0.020,-0.113,1.055
412,0.051,-0.016,1.035
413,0.121,0.059,0.953
414,0.285,-0.172,1.051
415,0.355,0.375,1.062
416,0.129,0.156,0.996
417,0.039,-0.078,1.016
418,-0.121,0.109,0.906
419,-0.020,-0.102,0.992
420,0.164,0.207,1.043
421,0.031,0.113,0.945
422,0.016,0.051,1.020
423,-0.082,0.109,0.988
424,-0.043,0.027,0.934
425,0.121,-0.219,1.117
426,0.086,0.117,1.055
427,-0.168,0.184,0.945
428,-0.332,-0.273,0.984
429,-0.039,-0.137,1.031
430,0.066,0.016,0.984
431,0.102,0.301,0.961
432,0.113,0.234,1.137
433,-0.027,-0.332,0.988
434,-0.004,0.070,0.945
435,0.004,-0.016,0.953
436,0.090,0.238,0.965
437,0.234,0.160,1.031
438,0.172,0.051,0.945
439,0.082,-0.008,0.984
440,0.152,-0.020,1.047
441,0.230,-0.148,1.121
442,0.219,0.105,1.031
443,0.051,-0.055,1.059
444,-0.227,0.184,0.832
445,-0.203,0.328,0.902
446,-0.016,-0.094,1.047
447,0.250,0.039,1.082
448,0.082,-0.195,1.074
449,-0.203,0.031,0.887
450,-0.094,0.176,1.051
451,0.020,-0.047,0.996
452,0.176,0.285,1.062
453,-0.117,-0.219,1.027
454,-0.281,-0.195,0.910
455,-0.188,0.293,0.859
456,-0.016,0.039,1.012
457,0.184,0.082,1.070
458,0.266,-0.055,1.055
459,0.242,-0.035,1.004
460,0.094,0.336,0.949
461,0.035,0.082,1.023
462,0.141,0.051,0.906
463,0.250,0.031,1.109
464,0.027,-0.004,0.965
465,-0.062,-0.047,0.926
466,0.027,-0.070,1.082
467,0.152,0.121,0.973
468,0.242,0.293,1.055
469,0.016,0.062,0.973
470,-0.109,-0.340,1.102
471,-0.109,-0.340,1.102
472,-0.078,-0.234,0.980
473,0.035,0.203,1.055
474,-0.074,0.336,0.809
475,-0.156,0.125,1.086
476,-0.258,-0.387,0.973
477,0.051,-0.074,1.027
478,0.105,0.055,1.000
479,0.051,0.164,0.973
480,0.164,0.309,0.961
481,0.156,0.176,1.094
482,0.012,-0.062,0.961
483,-0.035,0.008,1.039
484,-0.117,-0.191,0.883
485,0.168,-0.094,1.180
486,0.195,0.074,0.910
487,0.062,0.418,0.949
488,0.059,0.164,0.934
489,0.133,-0.004,1.059
490,0.305,0.070,1.008
491,0.273,0.020,1.090
492,-0.008,0.043,1.023
493,-0.285,-0.008,0.906
494,-0.152,-0.105,1.039
495,0.062,-0.074,0.926
496,0.168,0.250,1.059
497,-0.047,0.004,0.961
498,-0.074,0.008,1.090
499,-0.148,-0.047,0.926
500,-0.008,0.070,1.086
501,0.055,-0.027,0.949
502,0.031,-0.062,1.062
503,0.035,-0.020,1.035
504,0.082,0.121,0.902
505,0.109,0.273,0.969
506,0.121,0.148,0.988
507,0.047,-0.082,1.105
508,-0.094,-0.230,0.969
509,-0.020,-0.004,0.992
510,0.043,0.188,0.957
511,0.129,0.355,0.922
512,0.301,0.086,1.148
513,0.227,0.039,1.004
514,0.102,0.148,1.031
515,-0.188,0.078,0.902
516,-0.078,-0.172,1.145
517,-0.051,-0.020,0.938
518,-0.070,0.039,0.996
519,-0.219,0.016,0.879
520,-0.070,0.055,1.047
521,0.047,0.008,0.941
522,0.238,0.105,1.066
523,0.109,0.227,0.965
524,0.008,-0.094,1.078
525,0.055,-0.234,1.098
526,0.141,0.043,0.996
527,0.066,0.078,0.941
528,-0.016,-0.020,1.043
529,-0.125,-0.020,0.934
530,-0.012,0.066,1.008
531,0.180,-0.051,0.922
532,0.254,0.438,1.059
533,0.051,-0.055,0.902
534,0.211,0.121,1.223
535,0.043,0.059,0.961
536,-0.137,-0.059,0.930
537,-0.121,0.055,0.988
538,-0.160,-0.027,0.980
539,-0.059,0.160,0.906
540,-0.055,0.012,1.039
541,0.066,-0.113,1.023
542,0.234,0.156,1.105
543,0.043,0.027,1.008
544,-0.152,0.309,0.871
545,-0.211,0.059,0.988
546,-0.094,-0.523,1.105
547,0.184,-0.039,1.043
548,0.074,0.109,0.914
549,-0.004,0.023,1.023
550,0.020,0.324,0.941
551,0.105,-0.035,1.121
552,0.188,-0.211,1.043
553,0.102,0.359,0.855
554,-0.078,-0.129,0.938
555,0.051,0.254,1.059
556,0.168,-0.055,1.059
557,0.066,0.047,1.004
558,0.102,-0.023,1.004
559,-0.020,0.070,1.035
560,0.094,0.078,0.988
561,0.117,0.301,1.023
562,-0.051,-0.301,0.949
563,-0.125,0.086,1.027
564,-0.230,-0.094,0.883
565,-0.227,0.188,0.980
566,0.020,0.152,0.980
567,0.195,-0.145,1.164
568,0.137,-0.246,1.039
569,-0.078,0.031,0.902
570,-0.039,-0.059,1.105
571,-0.039,0.426,0.875
572,0.125,0.160,1.066
573,-0.070,-0.184,0.996
574,0.012,-0.125,0.941
575,-0.020,-0.082,1.031
576,0.156,0.234,1.047
577,0.309,0.488,1.078
578,0.176,0.047,0.898
579,0.102,0.039,1.016
580,-0.141,-0.062,0.941
581,-0.105,-0.074,1.066
582,0.129,0.074,0.961
583,0.242,-0.004,1.074
584,0.145,0.016,1.016
585,-0.184,0.160,0.922
586,-0.312,-0.242,0.875
587,-0.070,0.234,1.016
588,0.191,0.148,1.086
589,0.215,-0.320,1.094
590,0.000,-0.078,1.082
591,-0.234,-0.211,0.910
592,-0.035,0.199,0.988
593,0.086,0.449,0.992
594,0.078,-0.211,1.039
595,0.125,-0.152,1.016
596,-0.066,0.031,0.910
597,0.043,0.207,0.977
598,0.191,0.340,1.047
599,0.215,0.074,1.055
600,0.094,-0.078,1.012
601,-0.145,-0.055,0.906
602,-0.191,-0.016,0.891
603,0.109,0.066,1.105
604,0.199,0.160,1.059
605,0.094,0.219,1.074
606,-0.207,-0.258,0.938
607,-0.289,-0.031,0.957
608,0.012,0.000,1.082
609,0.223,0.320,1.020
610,0.254,-0.066,0.973
611,0.000,0.180,1.008
612,-0.250,0.020,0.891
613,-0.098,-0.109,1.043
614,0.172,0.105,1.020
615,0.168,-0.098,1.059
616,0.109,-0.098,1.023
617,-0.141,-0.004,1.035
618,-0.133,-0.098,0.926
619,0.016,0.266,0.910
620,0.164,0.141,0.973
621,0.246,-0.016,1.148
622,0.156,-0.117,0.934
623,0.070,0.137,1.047
624,0.043,0.102,1.066
625,0.008,0.172,0.914
626,0.023,0.156,1.062
627,-0.199,-0.387,0.910
628,0.027,-0.102,1.125
629,-0.012,0.262,0.848
630,0.195,0.195,1.031
631,0.324,0.184,1.062
632,0.250,-0.062,1.074
633,0.086,-0.031,1.031
634,-0.242,-0.016,0.930
635,-0.262,-0.055,0.941
636,-0.047,0.066,0.973
637,0.191,-0.172,1.113
638,0.141,0.219,1.016
639,-0.105,-0.098,0.984
640,-0.113,0.070,0.887
641,0.125,0.191,1.055
642,0.219,0.082,1.043
643,0.180,0.160,0.988
644,-0.047,-0.004,1.066
645,-0.164,-0.090,0.918
646,0.043,0.059,0.984
647,0.090,0.164,1.008
648,0.055,-0.066,0.926
649,0.027,0.117,1.031
650,-0.062,0.051,0.945
651,0.059,0.113,1.070
652,0.117,0.125,0.918
653,0.180,-0.180,1.180
654,0.055,-0.066,0.945
655,-0.082,0.125,1.016
656,-0.129,-0.129,0.938
657,0.008,0.184,1.078
658,0.043,-0.090,0.949
659,-0.023,-0.055,1.047
660,-0.055,0.008,0.988
661,-0.016,0.000,1.035
662,0.109,0.184,0.973
663,0.230,0.039,1.020
664,0.305,-0.141,1.055
665,0.051,0.379,0.969
666,-0.094,-0.027,1.027
667,-0.070,-0.039,1.031
668,-0.039,0.047,0.930
669,-0.113,-0.141,1.023
670,-0.082,-0.078,0.965
671,-0.043,0.215,1.020
672,0.066,0.102,0.918
673,0.160,0.453,1.059
674,0.043,0.121,0.973
675,0.031,-0.270,1.043
676,0.039,-0.207,1.070
677,-0.070,0.020,0.891
678,0.012,0.434,1.035
679,0.027,-0.207,1.059
680,0.027,0.062,0.996
681,-0.020,-0.020,0.945
682,0.062,-0.172,1.133
683,0.027,0.188,0.859
684,0.164,0.074,1.023
685,0.207,0.043,1.039
686,0.125,0.176,1.012
687,0.020,-0.207,1.012
688,-0.031,0.000,0.938
689,0.102,-0.102,1.117
690,0.062,0.203,0.930
691,0.070,0.039,1.059
692,-0.113,0.066,0.949
693,0.055,0.059,1.074
694,0.062,-0.070,0.965
695,0.090,0.066,1.055
696,-0.008,0.230,1.035
697,-0.262,-0.074,0.852
698,-0.191,-0.086,1.062
699,-0.219,0.148,0.844
700,-0.031,0.184,1.039
701,-0.062,0.027,0.984
702,-0.020,0.066,1.066
703,0.055,-0.141,0.922
704,0.195,0.027,1.102
705,0.043,0.316,1.020
706,-0.043,0.008,0.965
707,-0.004,-0.129,1.023
708,0.074,-0.172,0.980
709,0.121,-0.012,1.047
710,0.129,0.215,0.949
711,0.238,0.074,1.000
712,0.328,0.277,0.957
713,0.234,0.168,1.012
714,0.137,-0.207,1.086
715,0.113,-0.055,1.012
716,0.023,0.133,1.008
717,-0.098,0.152,0.906
718,-0.035,-0.199,1.066
719,-0.094,-0.129,0.984
720,-0.062,0.004,1.066
721,0.035,0.023,0.953
722,0.020,0.195,1.000
723,0.016,-0.062,1.039
724,0.004,0.094,1.000
725,-0.023,0.102,1.023
726,-0.148,0.082,0.902
727,-0.113,0.184,0.945
728,-0.055,0.074,0.957
729,0.086,-0.066,1.035
730,0.203,-0.133,1.105
731,0.164,0.074,0.922
732,0.102,0.117,1.070
733,0.113,0.102,1.059
734,-0.004,0.211,0.934
735,-0.199,-0.172,0.938
736,-0.035,-0.195,1.027
737,-0.031,-0.055,0.961
738,0.078,0.172,1.035
739,0.211,0.301,1.004
740,0.180,0.125,0.949
741,0.043,0.047,1.086
742,-0.117,-0.191,0.895
743,-0.117,0.184,1.078
744,-0.145,-0.160,0.930
745,0.023,0.004,1.047
746,0.047,0.090,0.910
747,0.152,-0.055,1.094
748,0.145,-0.012,1.051
749,0.066,-0.004,1.020
750,0.086,0.059,1.070
751,0.102,-0.074,0.930
752,0.121,0.051,1.039
753,0.008,0.316,1.004
754,-0.027,-0.137,1.055
755,-0.168,0.145,0.859
756,-0.164,0.051,0.918
757,0.023,-0.266,1.027
758,0.234,0.027,1.121
759,0.230,0.062,1.051
760,0.062,0.180,0.965
761,-0.176,0.449,0.895
762,-0.266,-0.164,0.953
763,-0.117,-0.133,1.027
764,0.012,-0.086,0.938
765,0.152,-0.039,1.121
766,0.129,0.164,0.922
767,0.102,0.434,1.078
768,-0.059,-0.191,0.902
769,-0.020,0.145,0.996
770,-0.141,0.078,0.949
771,0.047,-0.176,0.926
772,0.391,-0.012,1.203
773,0.203,0.211,1.008
774,0.230,-0.047,1.113
775,-0.098,-0.035,0.852
776,-0.035,0.008,1.035
777,0.035,0.141,0.938
778,0.234,-0.188,1.168
779,0.137,0.016,0.996
780,-0.020,-0.039,1.035
781,-0.031,-0.086,1.043
782,-0.098,0.570,0.828
783,-0.113,0.215,0.891
784,-0.008,-0.289,1.074
785,-0.051,-0.129,1.062
786,-0.184,-0.023,1.047
787,-0.129,0.164,0.895
788,-0.090,0.262,0.914
789,0.027,0.105,1.074
790,0.172,-0.238,1.094
791,0.047,-0.012,0.926
792,-0.043,0.000,0.914
793,-0.051,0.496,0.883
794,0.184,-0.090,1.137
795,0.258,-0.215,0.984
796,0.203,-0.082,1.168
797,-0.023,-0.031,0.895
798,0.012,0.207,1.055
799,0.086,0.258,0.891
800,0.254,0.023,1.105
801,0.207,-0.172,1.070
802,0.016,-0.012,0.980
803,-0.121,0.262,0.898
804,-0.027,0.250,0.977
805,0.129,-0.113,1.082
806,0.055,-0.016,1.047
807,-0.195,-0.250,0.941
808,-0.270,0.031,1.023
809,-0.195,0.121,0.848
810,0.109,0.023,1.102
811,0.148,-0.078,1.047
812,0.051,0.234,0.973
813,-0.043,0.246,0.992
814,0.059,0.066,1.043
815,0.098,0.125,0.992
816,0.055,-0.051,1.023
817,-0.078,-0.328,0.934
818,-0.145,0.008,0.953
819,0.062,0.148,0.910
820,0.418,0.172,1.168
821,0.383,-0.016,1.055
822,0.109,0.078,1.035
823,-0.195,-0.070,0.871
824,-0.160,0.059,1.012
825,-0.008,0.156,0.973
826,0.223,-0.008,1.137
827,0.184,-0.074,0.938
828,0.125,-0.055,1.070
829,-0.062,0.188,0.902
830,-0.113,0.363,0.969
831,-0.090,-0.145,1.043
832,0.023,-0.250,1.098
833,0.078,-0.086,1.078
834,0.012,0.137,0.891
835,0.008,0.211,1.098
836,-0.156,0.352,0.828
837,0.035,-0.238,1.039
838,0.035,-0.156,1.051
839,-0.016,0.051,0.930
840,0.105,0.105,1.027
841,0.086,0.344,1.008
842,0.059,0.160,0.984
843,-0.062,-0.004,0.949
844,-0.086,-0.125,1.055
845,-0.066,-0.039,0.852
846,0.230,0.188,1.152
847,0.199,-0.020,0.980
848,0.168,0.113,1.035
849,-0.105,-0.035,0.941
850,-0.152,-0.129,1.016
851,-0.090,0.145,1.000
852,0.113,-0.012,1.094
853,0.152,0.023,1.078
854,-0.027,0.098,0.867
855,-0.086,0.051,0.949
856,-0.051,0.008,0.953
857,0.086,0.277,1.020
858,0.152,0.035,0.938
859,0.133,-0.117,1.055
860,0.062,-0.121,1.113
861,-0.051,-0.008,1.020
862,-0.078,0.113,0.922
863,-0.008,0.008,1.016
864,0.094,0.016,1.012
865,0.180,-0.207,1.000
866,0.180,-0.016,1.133
867,0.066,0.047,0.922
868,0.066,0.379,0.957
869,-0.023,0.324,1.012
870,0.012,-0.172,0.984
871,0.016,0.094,0.977
872,-0.047,0.031,0.988
873,0.031,-0.160,1.023
874,-0.020,0.379,0.969
875,-0.094,-0.086,0.992
876,-0.047,0.094,1.012
877,-0.039,-0.062,1.070
878,-0.062,-0.133,1.062
879,-0.156,0.043,0.855
880,-0.090,-0.039,1.066
881,-0.059,-0.016,0.922
882,0.062,0.133,1.012
883,0.195,-0.031,0.988
884,0.316,0.129,1.059
885,0.164,0.125,0.988
886,0.051,0.176,1.012
887,-0.035,-0.012,1.016
888,0.082,-0.160,1.008
889,0.090,-0.121,1.004
890,-0.008,0.168,0.855
891,0.039,-0.012,1.105
892,0.164,0.059,0.996
893,0.219,0.309,1.027
894,0.188,0.094,0.945
895,0.113,0.035,1.129
896,-0.168,0.000,0.902
897,-0.199,-0.043,1.047
898,-0.098,-0.012,0.945
899,0.055,-0.066,1.047
900,0.102,0.023,1.047
901,-0.121,0.062,0.938
902,-0.172,0.125,0.941
903,-0.141,0.070,0.973
904,-0.012,-0.109,1.094
905,0.125,0.062,0.938
906,0.277,-0.070,1.215
907,0.031,0.055,0.977
908,-0.062,0.254,0.891
909,0.020,-0.086,0.980
910,0.152,0.098,1.016
911,0.180,-0.008,0.887
912,0.145,0.340,1.086
913,0.020,-0.078,1.047
914,0.066,0.109,0.922
915,0.156,0.102,1.105
916,0.254,-0.285,1.055
917,0.051,0.172,0.996
918,-0.230,-0.145,0.910
919,-0.223,0.020,0.973
920,0.031,0.254,0.945
921,0.164,0.000,1.074
922,0.102,0.184,1.051
923,-0.164,-0.086,0.898
924,0.000,-0.051,1.094
925,-0.016,0.070,0.949
926,0.055,0.117,0.988
927,0.109,0.113,0.996
928,-0.008,-0.008,0.922
929,-0.004,0.207,1.094
930,0.008,-0.320,0.914
931,0.227,-0.012,1.117
932,0.062,0.383,0.953
933,-0.039,0.043,1.062
934,0.027,0.035,0.973
935,-0.117,-0.074,0.930
936,-0.109,-0.211,1.023
937,0.062,-0.020,1.004
938,0.250,-0.039,1.094
939,0.254,0.211,0.988
940,0.113,0.043,1.051
941,-0.020,0.332,0.945
942,-0.102,-0.184,0.977
943,-0.098,-0.016,1.051
944,-0.191,0.121,0.836
945,-0.086,0.090,0.910
946,0.199,0.324,1.102
947,0.207,0.082,1.020
